text,label
"Realismus
Der Realismus ist eine geistige und k�nstlerische Richtung im 19. Jahrhundert. Er setzt in der ersten H�lfte des Jahrhunderts ein und wurde zun�chst als eine Gegenbewegung zur klassisch-romantischen Kunstauffassung gesehen. Der Realismus erstreckt sich als internationale Epochenstr�mung bis gegen Ende des Jahrhunderts. Dabei tritt er unter verschiedenen Namen auf. �ber die Grenzen als >eigentlichen Realismus< hat sich die Literatur und Kunstgeschichte erst im nachhinein verst�ndigt.Zun�chst haben sich die Naturalisten als Hauptvertreter des Realismus gesehen, was zeigt das der Begriff des Realismus zur damaligen Zeit noch nicht festgelegt war. Die vom Naturalismus zu unterscheidende Variante des Realismus hat auch die Bezeichnung Poetischer und B�rgerlicher Realismus erhalten. Beide werden oft synonym gebraucht. Unterscheidet man st�rker zwischen beiden, dann f�llt der B�rgerliche Realismus vor allem mit der Gr�ndungsphase der realistischen Bewegung um die Jahrhundertwende zusammen. Sie wird auch als Programmatischer Realismus bezeichnet. Die f�nfziger Jahre sind die einzige Phase, welche durch eine literaturtheoretische Debatte um das Wesen und die Ziele der realistischen Literatur gepr�gt worden sind. Ein Zentrum dieser Auseinandersetzung ist die Leipziger Zeitschrift ""Die Grenzboten"", herausgegeben von Gustav Freytag und Julian Schmidt. Fontanes Aufsatz ""Unsere lyrische und epische Poesie seit 1848"" (1853) gilt als das poetologische Manifest dieser Phase. Hierin kommt es zu einer Distanzierung von der Tendenzkunst des Vorm�rz. Dabei wird das Ideal einer Umfassenden Wirklichkeit hervorgehoben. Das Grundproblem der realistischen �sthetik liegt in der Unterscheidung zwischen Blo�-Wirklichen und dem Wahren. Deutsche Realisten haben sich nicht als Kopisten der Wirklichkeit gesehen. Sie wendeten sich gegen die Vorstellung, das die Kunst durch die Photographie abgel�st wird. Aufs�tze die dagegen ank�mpfen sind z.B. ""Lichtbild und Kunstbild"" 1877 von Ludwig Pfau und Rudolf Gottschall ""Der Photographe Zeitroman in Frankreich"". Auch Fontane kritisierte z.B. das ""Reportertum"" von Zola und Alexander Kielland. Auch wenn er zun�chst im Einklang mit dieser Art von Realismus ist, so stellt er trotzdem fest das alles nur dann zu einem Meisterwerk werden kann ""wenn eine sch�ne Seele das Ganze belebt"". Diese Metapher greift auf die idealistische Tradition zur�ck. Deutsche Autoren haben besonders die angebliche Leidenschaftslosigkeit mit der die literarischen Figuren beschrieben wurden kritisiert. Wirklich objektiv k�nne man nur sein, wenn man die Wirkung auf den Leser und die Vielschichtigkeit der Wirklichkeit in Betracht ziehe, so die Kritiker. Hiermit wird bereits eine Debatte vorbereitet, die der marxistischen Kritiker Georg Luk�cs unter dem Motto ""Erz�hlen oder Beschreiben?"" hervorbrachte.",C2
"Der Epochenbegriff der Literaturgeschichte dient der Unterscheidung abgrenzbarer Zeitr�ume, in denen ein repr�sentativer Anteil der Literatur bestimmte charakterisitische Merkmale aufweist, die diese Epoche von anderen, und deren dominierender Literatur, unterscheidet.

Das Problem, welches in Verbindung mit dem Epochenbegriff auftritt, liegt nicht etwa in der Heterogenit�t der Begriffe und deren ""Angemessenheit"", sondern vielmehr in der literaturgeschichtlichen Periodisierung. 

Die theoretische Begr�ndbarkeit der Epocheneinteilung ist nicht unumstritten. So vertrit Niklas Luhmann den systhemtheoretischen Standpunkt, dass Epochen eben nicht ""evolutionsnotwendig"" sind. In Ihnen zeichnet sich nicht die Form ab, in der die Einheit des historischen Prozesses erkannt werden kann. Andererseits stellt Luhmann eine gewisse ""Klumpenbildung"" fest, daher k�nnen Zeiten relativ h�ufiger und Tiefgreifender Struktur�nderungen neben Zeiten relativer Stagnation auftreten. Ein Beobachter k�nnen, Luhmann zu Folge, hierin Epochen erkennen.

Periodisierung ist in der Praxis ein unverzichtbares Ordnungsmitel. Es muss jedoch beachtet werden, dass jeder Versuch die Vergangenheit abzubilden als Konstruktion anzusehen ist. In der Geschichtsschreibung werden Ereignisse nach Relevanzkriterien ausgew�hlt, diese Kriterien sind jedoch standortgebunden und somit unterschiedlich und ver�nderlich, und nach Zusammenhangsannahmen, die ebenfall unterschiedlich ausfallen k�nnen, geordnet und interpretiert.
F�r die Literaturgeschichte ist eine autonome Periodisierug, wie sich aus der Heterogenit�t der literaturgeschichtlichen Epochenbegriffe ablesen l�sst, nicht ohne weiteres M�glich. Anders als in der politischen Geschichte, k�nnen in der Literaturgeschichte in der Regel keine festen Daten der Geschichtsschreibung als Z�sur verwendet werden. 

Der Literaturbegriff, dem man der Literaturgeschichtsschreibung zu Grunde legt, entscheidet ob und wie eine autonome Periodisierung sinnvoll ist. Versteht man Literatur als Textsystem, w�re eine autonome Periodisierung auf diskurs-, struktur- oder stilgeschichtlicher Ebene zu suchen. Betrachtet man Literaturgeschichtsschreibung als Geschichte der literarischen Kommunikation, also als kulturelles Subsystem, k�nnen kultur- und sozialgeschichtliche Daten f�r eine autonome Periodisierung herangezogen werden.",C2
"Stadt X 05.1.12
Liebe Julia, Ich habe eine FahrKarte für einen Wochenendausflug. Leider Können ich nicht fahren, weil mein Mann KranK ist. Wen du die FahrKarte haben möchtest, schreib mich ein E-Meil.
Mit freundlichen Grüßen
E. Julia",A2
"Die meisten Universitätsabschlüsse sind nicht praxisorientiert und bereiten die Studenten nicht auf die wirkliche Welt vor . Sie sind deswegen von geringem Wert . In vielen Länder der EU kommt das Ausbildungssystem oft zum Vorgrund der politischen und sozialischen Debatten . Themen , wie die Notwendigkeit Fremdsprachen zu lernen , der Unterschied zwischen den privaten und den staatlichen Sektoren oder das Anmeldungssystem für Universitäten erscheinen immer in den Schlagzeilen der Zeitungen . Es ist deswegen verständlich , dass auch der Wert von Universitätsabschlüssen manchmal bestritten werden darf . Man muss es anerkennen , dass viele Kursen sehr wenig außer der Theorie einschliessen . Man verbringt einen großen Teil seiner Universitätskarriere Dutzende von Lehrbücher studierend , und wenig Zeit die neuen Erkenntnisse auf der wirklichen Welt anwendend . Die bedauerliche Tatsache ist , dass wohl die Mehrheit der Stundenten sich im ersten Platz mit ihren Prüfungen beschäftigt , ohne sich darum zu kümmern , den Material im Kopf zu behalten und später im Leben zu benutzen . Ob sie daran schuldig sind ist ja ein anderes Thema . Sogar wenn man sich darüber Sorge macht , die Kenntnisse nach dem Abschluss nicht zu verlieren , ist es schwer sich wohl draußen von der akademischen Umgebung zu fühlen , wenn man keine andere Fertigkeiten entwickelt hatte . Wenn man keine Bewusstheit von der Arbeitswelt oder von dem , was in der Welt passiert , hat , ist die Fähigkeit einen Aufsatz über die Hegellische Dialektik zu schreiben zwar nutzlos . Es gibt noch Studiumprogramme , die so unflexibel und überholt sind , dass es sogar möglich ist einen Diplom für Politikkunde zu erhalten , ohne es zu wissen wer , zum Beispiel , der Vorsitzende der Vereinten Nationen ist . Meiner persönlichen Meinung nach , lohnt es sich trotzdem eine Universitätsausbildung zu erhalten . Obwohl die trockene Theorie alleine fast nutzlos ist , ist sie doch für eine interessante Karriere unentbehrlich . Man kann alle verschiedene Qualitäten , wie Organisationsfähigkeit , Pünktlichkeit , Kommunikationsfertigkeit , usw. behalten , aber ohne die konkreten Kenntnisse kann man sehr wenig damit tun . Es lässt sich nicht leugnen , dass Theorie ein großer Teil der Universitätsausbildung ist . Durch akademische Diskussionen , regelmässige Aufsätze und Referaten , und die ständige Notwendigkeit die Erudition zu erbreitern lernt man auch unanhängig zu denken , seine Meinung zu verteidigen und die Gewohnheit alle Arten Information kritisch zu betrachten - alle Fähigkeiten , die im Arbeitsplatz "" in der wirklichen Welt "" hoch angesprochen sind . Außerdem , führen die Universitätskursen allmählich den praktischen Element ein - Beispiele davon sind das oft notwendige Jahr im Ausland für Fremdsprachenstudien , oder Jahren im Betrieb für künftige Ärzte , Rechtsanwälter und Ingenieuren . Auf diese Weise bekommt man sowohl die Theorie als auch die Möglichkeit die in der Tat zu einsetzen . Zum Schluss könnte man sagen , dass Universitätsabschlüsse nicht das Einzige , das einem für die wirkliche Welt vorbereitet , sind . Sie bedeuten nicht unbedingt eine erfolgreiche Karriere . Am wichtigsten ist die Weise , auf die man die erhaltene Erkenntnisse benutzt .",C2
"Über den Bezug zwischen Universitätsabschlusse und Berufspraxis "" Die meisten Universitätsabschlüsse sind nicht praxisorientiert und bereiten die Studenten nicht auf die wirckliche Welt vor . Sie sind deswegen von geringem Wert . "" Dieser Behauptung stimme ich nicht zu . Zwar ist es wahr dass die meisten Universitätsstudien nicht die Studenten direkt zu einem bestimmten Beruf vorbereiten , d. h. in den meisten Studien machen die Studenten nicht genau dieselbe Aufgaben als sie wahrscheinlich später im Beruf machen werden . Aber ist das ein Nachteil ? Wäre es so , dass die Studenten während ihrer Studien nur ein Typ von Berufliche Aufgaben machen müssen , dann wären auch die berufliche Wahlmöglichkeiten nach der Abschlüsse sehr begrenzt worden . An der Uni werden aber die Studenten Allgemeine Fähigkeiten lernen , z. B. lernen die Geistwissenschaftstudenten analytische und argumentative fähigkeiten und Beherschung von muntlichen und schriftlichen Ausdruck . Diese Fähigkeiten sind Allgemeine , und gerade weil sie Allgemein sind , gibt es für die Studenten nach ihrer Abschlüsse mehrere berufliche möglichkeiten , als wenn sie nur spesifische Berufsfähigkeiten gelernt hätten . Das Ideal der Universität ist selbständige Individuen zu machen . Das heißt das die Studenten an den Universitäten nicht nur kritische Fähigkeiten lernen sollen , aber auch dass sie anpassungstüchtige werden sollen , und Anpassungstüchtigkeit zu lernen ist gerade eine Vorbereitung auf die "" wirkliche Welt "" . Z. B. sind viele von den Ingenieurstudien sehr Theoretisch angelagt , so dass die Studenten während des Studiums selten Aufgaben lösen müssen , die direkt mit dem alltaglichen Ingenieurberuf verbunden sind . Sie lernen aber die allgemeine Fähigkeiten ( z. B. Mathematik ) die man braucht um eindn Ingenieurberuf zu ausüben . Die Ingenieurstudien sind also sehr oft nicht praxisorientiert , aber sind sie deswegen von geringem Wert ? Das glaube ich niemand würde behaupten . Die Ingenieurberufe gilt normalerweise als sehr nützlich für die Gesellschaft , und in Norwegen gibt es zur zeit viele Ingenieurjobbs . Was aber denn mit den Geist- und Politikwissenschaften ? Sind sie auch so gesellschaftsnützlich wie die Naturwissenschaften ? Ich glaube es ist kein Problem diese Wissenschaften zu rechtfertigen , aber es ist ein Problem das viele von den Geist- und Politikwissenschaftsstudenten keinen relevanten Beruf nach ihrem Studium finden . Aber kann man aus diesem Schließen dass diese Studien von geringem wert ist ? Dass glaube ich nicht . Es gibt mindestens zwei gute Argumente dagagen : 1 Eine Universitätsstudium solle den Student zu einem kritischen , reflektierenden und selbständigen Individuum machen . Das ist aber für die Gesellschaft sehr nützlich , weil jede Demokratie fördert eine öffentliche kritische Debatte um proper zu funktionieren . 2 Die ausbildung kann für den Student Sinn machen , auch wenn sie nicht direkt zu einem Beruf führt . Die persönliche Bildung ist auch ein Ziel des Universitätstudiums .",C2
"„Warum halten Sie Deutschlernen für sinnvoll?""
Heutzutage ist Sprachenlernen so wichtig wie nie bevor. 
Das Internet und Medien verbinden die Leute der ganzen Welt. Um in dieser Kommunikation und in diesem Informationsaustausch teilzunehmen, muss man vor allem die Sprache der Nachrichten und Mitteilungen zu verstehen. Englisch, Französisch und Spanisch sind ohne Zweifel die am meisten benutzenden Sprachen. Aber man kann nicht die Bedeutung der deutschen Sprache übersehen. Meiner Überzeugung nach ist Deutschlernen völlig sinnvoll, vor allem im Europaraum.
Die relativ starke deutsche Wirtschaft und das Potenzial für weiteren Wachstum sind, meiner Meinung nach, die wichtigsten Gründe für Deutschlernen. Vor ein paar Wochen habe ich in der Frankfurter Allgemeinen Zeitung gelesen, wie populär Sommersprachkurse in Deutschland dieses Jahr sind. Ein sehr aktuelles Beispiel ist die hohe Zahl der Studenten in Spanien, die Deutschlernen mit die Erwartung eine Arbeitsstelle in Deutschland zu finden, verbinden. Ein weiteres Beispiel, das man hier unbedingt anführen soll, sind die ausländischen Ärzte. Vor allem in Ostdeutschland gibt es ein Mangel der jungen Ärzte, die die einfachen Aufgaben machen könnten. Darum laden die Krankenhäuser Kandidaten aus zum Beispiel Osteuropas ein, um die Positionen auszufüllen. Alle diese neue Ärzte müssen mindestens Niveau B2 des Europäischen Systems haben. Für die künftigen Arbeiter in Deutschland, die aus Ausland kommen, sind gute Deutschkenntnisse eine sehr wichtige Voraussetzung.
Zweitens ist Deutschland eine wichtige Weltmacht, die an dem Geschehen in der Welt beteiligt ist. Vor allem innerhalb der Europäischen Union spielt Deutschland eine große Rolle. Wenn man Deutsch spricht, kann man mit fast 80 Millionen Bürger in Europa einfacher kommunizieren. Ich bin der Ansicht, dass man die Sprache des Lands verstehen muss, um die andere Kultur einschätzen zu können. Ob wir Zusammengehörigkeit in Europas verbesern wollen, müssen wir alle unbedingt die Hauptschprachen Europas Englisch, Französisch und Deutsch lernen.
Es kann sein, dass Deutsch nicht „nützlicher"" als Englisch ist. Aber Nützlichkeit ist nicht das einzige Kriterium für Fremdsprachenlernen. Vor allem Hessen hat so viel anzubieten: historische Städte, moderne Einkaufszonen, romantische Parke. Das Land motiviert viele Ausländer die Sprache dieses Landes zu lernen um das Land besser verstehen. Manche kommen für ein Paar Monate und bleiben bis Ende  ihres Lebens.
Die obengenannten Gründe überzeugen mich, dass es sinnvoll ist, Deutsch zu lernen.",C1
"Feminismus ! Ich bin der Meinung , dass der Feminismus von vielen Frauen in der heutigen Gesellschaft übertreiben wird . Ich finde , dass den Frauenkampf in Dänemark auf vielen Punkten nicht länger notwendig ist . Aber die Frauen in den 60'ern und 70'ern Jahren haben bestimmt uns "" moderne Frauen "" den Weg angebahnt und einfacher gemacht . In der Weise hat der Feminismus bestimmt genützt . Ich bin froh , dass Frauen vor 30-40 - 40 Jahren den Kampf aufnahmen , aus der Küche und dem Haus und in den Arbeitsmarkt zu kommen . Chancengleicheit zwischen den Geschlechten ist für die Gesellschaft sehr wichtig , weil Frauen der Gesellschaft und den Unternehmen andere Werte bieten und geben als die Männer . Gestern habe ist einen Artikel über Frauen als Chefs gelesen , und in dem stand , dass die optimale Lösung für ein Unternehmen und seine wirtschaftliche Lage , eine 50-50-Besatzung von Frauen und Männer , sein würde . Ich bin dergleichen Meinung , und deshalb müssen wir uns auch sichern , dass der Lohn für Frauen und Männer gleich wird . Ich glaube , dass das wofür wir Frauen heute kämpfen müssen , ist Gleichlohn und mehr Frauen in Führungspositionen . Wenn das erreicht worden ist , glaube ich , dass wir nicht länger in Dänemark den frauenkampf benötigen , und dadurch den Feminismus sein lassen müssen . Treibt man hiernach den Feminismus immer weiter , wird er eher schaden als nutzen . Wir müssen heute dafür sorgen , dass der Feminismus innerhalb eines vernüftigen Rahmens bleibt und nicht aus Proportionen geführt wird . In der Weise können wir dafür sorgen , dass unsere Agenda und wir als Frauen seriös aufgefassen wird . Meiner Meinung nach wird der Feminismus heute oft übertrieben , z. B. mit dem Frauenfernsehsender TV4 , wer braucht ihn ? so was zerstört das Bild von Frauen und unserem Intelekt . Der interlektuelle Kampf von den Frauen in den 60'ern und 70'ern Jahren hat , die Situation der Frauen heute deutlich verbessert , während das BH-Brennen eher die Aufmerksamkeit auf Frauen als selbständige seksuelle Wesen gezogen hat , was natürlich auch irgendwie der heutige Lage der dänischen Frauen etwas beigebracht hat . Nicht zuletzt glaube ich , das die Chancengleichheit und die Gleichheit zwischen Männer und Frauen in Dänemark grösser ist , als in Deutschland . In Dänemark ist der Begriff Hausfrau fast ausgestorben , während er in Deutschland heute noch lebt . Nur wohlhabende Familien nördlich von Kopenhagen leisten sich / möchten , dass die Frau Zuhause bleiben . In fast allen anderen dänischen Familien ist es ganz natürlich , dass sowohl der Vater als die Mutter jeden Tag zur Arbeit gehen . Und die Kinder , sie sind ab 6 - 12 Monate bis zu den Teenagerjahren in Kindergarten , SFO ( Schule- und Freizeitsordnung ) und Jugendklub . Die dänische Gesellschaft hat sich nach dem Fiminismus / Frauenkampf so eingerichtet , dass Vater UND Mutter arbeiten / Karriere machen , und meiner Ansicht nach macht das die dänische Gesellschaft solid , und fördert die berühmte dänische Flexsecurity Arbeitsmarkt . Gutentag und viel Spass beim Lesen .",C2
"Unsere Welt ist verteilt in unterschiedliche Kulture , Länder und Sprachen , und die Menschen unterschieden sich von einander in die Augenfarbe bis zum Religion . Eine Frage aber bleibt man beschäftigen : Warum sind manche Menschen arm , warum sind anderen Reich ? Es ist natürlich sehr schwierig zu verstehen , warum ein fleissiger Bauer manchmal mit Pech zu kampfen hat , während der lässige Sohn eines Ölbarons sein ganzes Leben nur Luxus kennt . Das solche Dingen passieren können in einem Gesellschaft wo jeder die gleiche Chancen kriegen müss , ist unehrlich ! Weg mit Trustfunds - jeder müss arbeiten , und ihre Entlohnung sollten dem Beitrag entsprechen , den er für die Gesellschaft geleistet hat . Mit dieser Stellung bin ich nicht ganz einverstanden , auf jedem Fall weil sie bestimmten Nuancen , bestimmten Alltagsrealitäten vermisst , damit sie nicht wirklich verwendbar sein kann . Um mal an zu fangen , ein Paar Wörter zu dem Beitrag . Wie sollte man den Beitrag an der Gesellschaft messen ? Ein Künstler wird behaupten , sein Kunst sei sehr wichtig für die Gesellschaft , ebengenauso wie ein Bäcker seinen eigenen Diensten löben wird , oder eine Lehrerin ihre Position . In der industrialisierten Welt haben wir schön ein System ausgedacht , dass manchmal der Beitrag zu der Gesellschaft richtig messen kann : das Kapitalismus . In dem freien Markt gibt es Frage für bestimmten Sachen . Wenn man also Kunst kaufen möchte , kann er Kunst kaufen , und wenn er es hässlich findet und es nicht sehen will , müss der Künstler sich einen anderen Job ausdenken . Das Kapitalismus kann lächerliche Zustanden führen ( Kann der Beitrag an der Gesellschaft von dem CEO Nikes wirklich so groß sein ? ) , aber meiner Meinung nach , ist der freie Markt das einzige Manier um demokratisch der Beitrag zu bestimmen . Leider ist das auch nicht immer ausreichend : nehme zum Beispiel die Müttern . Müttern sorgen für unseren Kindern seit Jahrhunderten , und den großten Beitrag an der Gesellschaft werden sie hoffentlich bleiben ausführen . Heißt dass , wir müssten sie dafür zahlen ? ( n. b. Nicht jeder kommt aus einem Land , wo Kindergeld eingeführt ist ) Wer sollte das machen ? Die Kinder ? Der Staat ? Zum Thema Eltern gibt es natürlich auch das folgende Problem : Eltern habe nicht nur das Pflicht , aber auch der Recht um für ihren eigenen Kindern zu sorgen . Denken Sie an dem Ölbaron vom Anfang : sein Sohn profitiert von seinem Geld , aber welcher Vater wird dass nicht willen für sein Kind ? Es scheint natürlich unfair dass manchen so profitieren , aber die Folge von einer Regelung , wobei der Vater NICHT für seinen Sohn sorgen könnte , ( auf der Art , der ihm am besten scheint ! ) , sind nicht zu ubersehen . Das Idee , etwas auf zu bauen das sich denn auch fortsetzt ( in der Form , zum Beispiel , von Kindern ) , ist eine große Anreize für viele Mensschen zu arbeiten . Trotzdem bleibt Arbeitslosigkeit ein großer Problem in Deutschland . Obwohl Mann viel Geld sparen könnte , wenn wir alle Formen von Sozialhilfe vom Staat beenden würden ( Wir nehmen an , dass Arbeitslosen nicht beitragen an der Gesellschaft ) , würde eine solche Vorschlag aus dem Bundestag heraus gelachen worden ! Eine Regierung hat eine bestimmte Verantwörtlichkeit , für seinen Bürgern zu sorgen , auch wenn diesen nicht direkt eine Gegenleistung erbringen können . Die obengenannte Stellung scheint solche Dingen nicht zu zu lassen . Es ist schwierig um hieraus zu einer Schlussfolgerung zu kommen , weil ich nicht entscheiden kann , ob unsere heutige Situation dieser Stellung entspricht . Wenn diese Stellung in unsere Gesellschaft gilt , ist es nur anwendbar in einem dilutierten Form , dann geht es nur zusammen mit eine Liste von Ausnahmefallen und scheinbare Gegenstreitigkeiten . Wenn diese Stellung nicht gilt , kommt es weil es zu einfach ist , die Pluralität in unserer Gesellschat führen zu können .",C2
"Thema : Der Feminismus hat den Interessen der Frauen mehr geschadet als genützt . Der Feminismus der 20. Jahrhundert kann als zwei unterschiedliche Wellen bezeichnet werden . Die erste Welle fand am Anfang der Jahrhundet an und besteht aus Frauen , die zum Hauptteil nur Gleichberechtigung Männern wollten . Die Resultaten dieser Welle des Feminismus hat den Interessen der Frauen nur genützt . Die zweite Welle , die mit frühen Erfolg in den 1960er Jahren angefangen hat , hat jedoch dem Feminismus nicht langfristig geholfen . Die Frauen in dieser Welle wollte nicht nur Gleichberechtigkeit mit Männern , sondern auch eine gleiche Rolle in der Gesellschaft . Das heißt , sie wollten dieselben Bildungs- und Berufsmöglichkeiten wie Männer und , obwohl die Folgen dieser Bewegung zuerst eine positive Wirkung auf die Interesse der Frauen hatten , hatten sie mehr eine negative Wirkung . Im Sicht der heutzutägigen Frauen hat deswegen der Feminismus ihre Interessen eher verletzt als positiv beeinflusst . Der Feminismus der frühen 20. Jahrhundet und sein erfolgreicher Kampf für die Gleichbereichtigkeit der Frauen hat die Interesse der Frauen nur genützt . Damals waren Frauen als quasi-Untermenschen gesehen . Sie durften keine Rolle in der Wirtschaft oder Geschäftsführung spielen und sie durften auch nicht wahlen . Ihre Rolle war zu Hause zu bleiben und die Kinder zu erziehen . Frauen wurden als nicht so intelligent wie Männer betrachtet und deshalb war es die Meinung , dass sie Männer brauchten , um für sie zu denken . Die frühen Feministen haben gegen dieses Stereotyp gekämpft und endlich haben sie in vielen Ländern Gleichberechtigkeit bekommen . Dass Frauen dann wahlen konnten sowie in anderen ehemaligen exlusiv für Männer Bereichen eintreten konnten , war nicht nur für die Feministen ein großer Sieg , sondern auch für die allgemeinen Interessen aller Frauen . An seinem Anfang tat die zweite Welle der Feminismus auch viel für die Interessen der Frauen . Obgleich die frühere Frauenbewegung Gleichberechtigkeit für Frauen erreichte , gab es während der 1960er Jahre noch ein großer Unterschied zwischen der männlichen Rolle und der weiblichen Rolle in der Gesellschaft . Die Frauen von diesem Generation haben dann für eine radikale Wechslung gekämpft und haben auf mehr gut gebildete Frauen sowie mehr Frauen in der Politik und der Geschäftsführung gezielt . Als sie langsam angefangen haben , dieser Ziel zu erreichen , liessen sich nur Positiven für Frauen sehen , die negativen Folgen wurden sich aber bald erkennbar machen . Heute sind nur die negativen Wirkungen des Feminismus erkennbar . Die Frauenbewegung hat eigentlich die Frauen selbst voneinander gespaltet . Diejenigen , die damit zufrieden sind , zu Hause zu bleiben und die Kinder zu erziehen , werden als Verräter ihres Geschlechts betrachtet und werden manchmal auch ausgegrenzt . Gleichzeitig sind diejenigen , die nur arbeiten und keine Familie haben auch wegen dieses Grundes negativ gesehen . Der Feminismus hat ein unwirkbares Bild der Weiblichkeit gekennzeichnet , wobei Frauen alles machen mussen - Kinder und Beruf . Für viele Frauen ist dieser Bild unerreichbar , aber es nicht zu erreichen , bezeichnet misserfolg als Frau . Dass Frauen sich jetzt fühlen als Folge der Frauenbewegung , dass sie als Frauen quasi durchfallen könnten , hat ihre gemeinsamen Interessen geschadet . Der Feminismus hat auch eine Feindlichkeit gegen Männer entwickelt und dadurch die Interesse der Frauen weiter geschadet . Früher war es der Ziel der Feminismus , dass Frauen und Männer gleich würden . Jetzt scheint es öfter der Ziel des Feminismuses , dass Frauen besser als Männer sein sollten . Diese Idee besteht aus zwei Teilen . Erstens sind Frauen eigentlich klüger als Männer und sie können gleichzeitig mehr machen als Männer . Zweitens sind Männer in der Wirklichkeit nur schwache Geschlechtsobjekte , die eine schlaue Frau leicht verführen könnte , um irgendeinen persönlichen oder beruflichen Zweck zu erfüllen . Diese zwei Punkte entwickeln weiter die Grenzen zwischen Männern und Frauen , die der damalige Feminismus überwinden wollten . Schließlich war es nur mit guter Absicht , dass der Feminismus sich entwickelt hat . Er hat auf eine bessere Lage für alle Frauen gezielt und am Anfang auch erreicht . Leider sind die langfristigen Wirkungen nicht so positiv und es ist leicht sehbar , dass durch die Spaltung der Frauen untereinander und die entwickelnde Feindlichkeit gegenüber Männern der Feminismus für die heutzutägigen Frauen ihrer Interesse mehr geschadet als genützt .",C2
"Die meisten Universitätabschlüsse sind nicht praxisorientiert und bereiten die Studenten nicht auf die wirkliche Welt vor . Sie sind deswegen von geringem Wert . Das Universitäatskursus ist eine intellektuelle , spezialisierte und vielleicht notwendige Bildung nach einer generellen Abitur . Das ist ja der Ziel der Universität : und da das Niveau der Schule und des Gymnasiums sich in ganzem Europa verschlechtert , könnte die Universität ein gutes Mittel sein , um das gemeinsame Niveau der Jugend ( wieder ) zu verbessern . Und ist es ja nicht eine normale , eine von nicht zu unterschätzender Bedeutung Folge der Demokratie , dass eine solche Bildung sich in der ganzen Gesellschaft verbreitet , woher man aber kommt ? Das war auf jeden Fall von der Politikwelt besonders nach dem zweiten Weltkrieg absichtlich ( in Europa allgemein , und in Deutschland besonders ) . Aber braucht die Gesellschaft tausende Wissenschaftler , Doktoren , Historiker und so weiter : dieses Problem hat man erst 1968 in Europa ( Deutschland , Italien , und Frankreich was Europa betrifft ) bemerkt : die Mehrheit wird zu Arbeitlosen . Dass die Universitäten in unserem System vorwiegend sind , tragen sie dabei , die Arbeitlosigkeit zu vertiefen , während viele Stellen ( zum Beispiel in den Geschäften , geschweige denn in Bauwerk ) leer stehen . Die Studenten lernen Daten , Gedichte , Theorien auswendig , aber haben keine Erfahrung von der Arbeitwelt . Heute ist es ein echtes politische Thema geworden : Soll man ein Praktikum in der Uni vorschlagen ? Insofern als die Studenten keine Erfahrung haben , soll man eine Probezeit stellen , damit man ihre Fähigkeit "" probieren "" kann ? Ein solches Reform mag in Deutschland zum Gesetz ; aber man hat vermutlich von dem Studentenaufstand in Frankreich gehört , der ganz symptomatisch ( nicht nur für alte Frankreich , aber für Europa ) ist . Obwohl dieser Aufstand in verschiedenen Ländern viel kritisiert wurde , gab es viele Sympathie in Deutschland besonders für die Ideen , die hier in Debatte gekommen wurden . Der Aufstand gegen den Gesetzprojekt hat eigentlich das Problem öffentlich aufgelöst . Welche Lösung ist aber möglich , um diese Diskrepanz zwischen Studium und Arbeit , Gesellschaft und Studenten abzuwischen ? Die Universität soll nicht praxisorientiert ; das ist ja nicht der Ziel der Universität , einen Student für eine BüroArbeit , kommerzielle oder finanzielle Arbeit zu vorbereiten . Die Lösung ist nicht zu finden , indem man die Universität in einer anderen Richtung nimmt , aber indem man die Studenten , die das Abitur gerade gehabt haben , nicht unbedingt in die Universität schickt . Ein Universitätabschlüsse soll ein Wahl bleiben , um eine intellektuelle Bildung zu bekommen ( das ist weder eine technische Hochschule , noch ein Ausbildungszentrum ) ; dadurch wird die Uni von erneuertem Wert sein , ein Ort der Excellenz von gutem Ruf , wie sie in den letztenden Jahrzehnten war . Meiner Meinung nach wurde einen Fehler gemacht , wenn man sich wünschte , dass 70 Prozent der Jugend in die Uni kommt . Die Universitätabschlüsse sind an allem schuld , wir hören es oft . Die Universität ist nicht verantwortlich . Wenn man die heutige Universität betrachtet , versteht man , dass ihre Bedeutung sich verändert hat . Selbst wenn man dieses Praktikum und diese Probezeit einstellt , werden wir das Problem wieder treffen , es sei denn , das Arbeitsbildungssystem wird grundlich erneuert . Zum Schluss kommt man aber zu dem Problem der echten Demokratie zurück , das zuerst gestellt wurde . Die Demokratie ist aber nicht , wenn alle Leuten in der Universität studiert haben , aber wenn sie darin haben studieren dürfen . Das heisst , wenn es allen ja erlaubt wurde , woher sie kommen können , vorausgesetzt dass sie gute Schüler waren , und eine solche Bildung ( die echte Humanitäten ) haben bekommen wollen .",C1
"Frankfurt Rundschau                                      Stadt X, 10.03.12
Bahnhofsstr 123
Michael Müller
Akademie Klausenhof
Winkelsg. 321.
Sehr geehrte Dammen und Herren.
Wohnung Anziege.
Ich suche ein neue 2Zimmer Wonung. Ich lebe jetzt in Stadt X aber möchte ich nachste Monat im Stadt Y zeihen. I suche ein Wohnung mit ein Balkon und Garage weil ich habe Kinder und liebe Spatz.
Ich mochte ein Bisichtigungstermin vereiban mit euch. Ich warte Antwort bitte.
Mit freundlichen Grußen
Michael Müller",A2
